file,protocol_id,nccp_code,title,intent,duration,cycle_interval,contexts,complete,unresolved,action
protocols/lung/00568-pembrolizumab-pemetrexed-and-carboplatin-auc5-therapy.json,nccp-00568-v5,00568,"Pembrolizumab, Pemetrexed and Carboplatin AUC5 Therapy",Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/lung/00569-pembrolizumab-pemetrexed-and-cisplatin-therapy.json,nccp-00569-v5,00569,"Pembrolizumab, Pemetrexed and Cisplatin Therapy",Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/lung/00570-lorlatinib-therapy.json,nccp-00570-v3,00570,Lorlatinib Therapy,Advanced disease,,q1d,1,no,duration,sidecar generated
protocols/lung/00576-durvalumab-monotherapy-10-mg-kg-14-day.json,nccp-00576-v5,00576,Durvalumab Monotherapy 10 mg/kg – 14 day,,,q14d,1,no,intent;duration,sidecar generated
protocols/lung/00579-pembrolizumab-paclitaxel-and-carboplatin-auc6-therapy.json,nccp-00579-v5a,00579,"Pembrolizumab, Paclitaxel and Carboplatin AUC6 Therapy",Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/lung/00587-topotecan-oral-monotherapy.json,nccp-00587-v2,00587,Topotecan Oral Monotherapy,,,q21d,1,no,intent;duration,sidecar generated
protocols/lung/00593-atezolizumab-maintenance.json,nccp-00593-v10a,00593,Atezolizumab monotherapy,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/lung/00614-carboplatin-and-vinorelbine-therapy-21-day.json,nccp-00614-v4,00614,Carboplatin and Vinorelbine Therapy – 21 day,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/lung/00655-durvalumab-maintenance.json,nccp-00655-v3a,00655,Durvalumab monotherapy,Multiple indications,13 cycles,q28d,2,no,intent,sidecar generated
protocols/lung/00689-atezolizumab-carboplatin-etoposide.json,nccp-00689-v4,00689,Atezolizumab + Carboplatin + Etoposide,Multiple indications,,q21d,2,no,intent;duration_multiphase;duration,sidecar generated
protocols/lung/00702-entrectinib-monotherapy-adult.json,nccp-00702-v2,00702,Entrectinib Monotherapy – Adult,Advanced disease,,q1d,1,no,duration,sidecar generated
protocols/lung/00712-nivolumab-ipilimumab-carboplatin-and-paclitaxel-therapy.json,nccp-00712-v3a,00712,"Nivolumab, Ipilimumab, Carboplatin and Paclitaxel Therapy",Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/lung/00713-nivolumab-ipilimumab-pemetrexed-and-carboplatin-therapy.json,nccp-00713-v4,00713,"Nivolumab, Ipilimumab, Pemetrexed and Carboplatin Therapy",Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/lung/00714-nivolumab-ipilimumab-pemetrexed-and-cisplatin-therapy.json,nccp-00714-v4,00714,"Nivolumab, Ipilimumab, Pemetrexed and Cisplatin Therapy",Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/lung/00792-nivolumab-360-mg-and-ipilimumab-1-mg-kg-therapy.json,nccp-00792-v2,00792,Nivolumab 360 mg and Ipilimumab 1 mg/kg Therapy,,,q21d,1,no,intent;duration,sidecar generated
protocols/lung/00823-tepotinib-therapy.json,nccp-00823-v2,00823,Tepotinib Therapy,Advanced disease,,q1d,1,no,duration,sidecar generated
protocols/lung/00849-nivolumab-360-mg-and-platinum-based-chemotherapy.json,nccp-00849-v2,00849,Nivolumab 360 mg and Platinum-Based Chemotherapy,Neoadjuvant,,q21d,1,no,duration,sidecar generated
protocols/lung/00908-serplulimab-carboplatin-auc5-and-etoposide-100-mg-m2-21-day.json,nccp-00908-v1a,00908,"Serplulimab, Carboplatin AUC5 and Etoposide 100 mg/m² – 21 day",,,q21d,1,no,intent;duration,sidecar generated
protocols/neuro-oncology/00334-temozolomide-with-radiotherapy-and-adjuvant-therapy.json,nccp-00334-v4,00334,Temozolomide with Radiotherapy and Adjuvant Therapy,Adjuvant,,q28d,1,no,duration,sidecar generated
protocols/neuro-oncology/00342-temozolomide-recurrent-therapy.json,nccp-00342-v4,00342,Temozolomide Recurrent Therapy,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/neuro-oncology/00379-procarbazine-lomustine-and-vincristine-pcv-therapy-42-day.json,nccp-00379-v4,00379,"Procarbazine, Lomustine and Vincristine (PCV) Therapy – 42 Day",Adjuvant / Palliative,,q42d,2,no,duration,sidecar generated
protocols/neuro-oncology/00461-temozolomide-with-radiotherapy-and-adjuvant-therapy-patients-greater-than-65-years.json,nccp-00461-v3,00461,Temozolomide with Radiotherapy and Adjuvant Therapy – Patients Greater Than 65 Years,,,q28d,1,no,intent;duration,sidecar generated
protocols/neuro-oncology/00658-procarbazine-lomustine-and-vincristine-pcv-therapy-56-day.json,nccp-00658-v2,00658,"Procarbazine, Lomustine and Vincristine (PCV) Therapy – 56 Day",Adjuvant,6 cycles,q56d,1,yes,,sidecar generated
protocols/neuro-oncology/00742-lomustine-and-bevacizumab-5-mg-kg-therapy.json,nccp-00742-v3,00742,Lomustine and Bevacizumab 5 mg/kg Therapy,Advanced disease,Up to 6 cycles,q42d,1,yes,,sidecar generated
protocols/neuro-oncology/00804-lomustine-and-bevacizumab-7-5-mg-kg-therapy.json,nccp-00804-v2,00804,Lomustine and Bevacizumab 7.5 mg/kg Therapy,Advanced disease,Up to 6 cycles,q42d,1,yes,,sidecar generated
protocols/neuro-oncology/00805-lomustine-130-mg-m2-therapy.json,nccp-00805-v2,00805,Lomustine 130 mg/m² Therapy,Advanced disease,,q42d,1,no,duration,sidecar generated
protocols/neuro-oncology/00806-cisplatin-lomustine-and-vincristine-clv-therapy.json,nccp-00806-v2,00806,"Cisplatin, Lomustine and Vincristine (CLV) Therapy",,8 cycles,q42d,1,no,intent,sidecar generated
protocols/neuro-oncology/00813-bevacizumab-5-mg-kg-monotherapy-14-day.json,nccp-00813-v2,00813,Bevacizumab 5 mg/kg Monotherapy – 14 Day,Advanced disease,Until progression/toxicity,q14d,1,yes,,sidecar generated
protocols/sarcoma/00100-mifamurtide-therapy.json,nccp-00100-v6,00100,Mifamurtide Therapy,Advanced disease,,q7d,1,no,duration,sidecar generated
protocols/sarcoma/00335-imatinib-therapy-gist.json,nccp-00335-v4,00335,Imatinib Therapy – GIST,Adjuvant,,q1d,1,no,duration,sidecar generated
protocols/sarcoma/00374-trabectedin-monotherapy.json,nccp-00374-v4,00374,Trabectedin Monotherapy,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/sarcoma/00391-doxorubicin-60-mg-m2-and-ifosfamide-therapy.json,nccp-00391-v5,00391,Doxorubicin 60 mg/m² and Ifosfamide Therapy,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/sarcoma/00392-doxorubicin-75-mg-m2-and-ifosfamide-therapy.json,nccp-00392-v5,00392,Doxorubicin 75 mg/m² and Ifosfamide Therapy,Neoadjuvant,,q21d,1,no,duration,sidecar generated
protocols/sarcoma/00420-doxorubicin-25-mg-m2-day-and-cisplatin-100-mg-m2-therapy-21-day.json,nccp-00420-v4,00420,Doxorubicin 25 mg/m²/day and Cisplatin 100 mg/m² Therapy – 21 day,Neoadjuvant,,q21d,1,no,duration,sidecar generated
protocols/sarcoma/00462-pegylated-liposomal-doxorubicin-20-mg-m2-21-day.json,nccp-00462-v4,00462,Pegylated Liposomal Doxorubicin 20 mg/m² – 21 day,,,q21d,1,no,intent;duration,sidecar generated
protocols/sarcoma/00463-map-therapy-methotrexate-doxorubicin-and-cisplatin.json,nccp-00463-v4,00463,"MAP Therapy – Methotrexate, Doxorubicin and Cisplatin",Neoadjuvant,,q35d,1,no,duration,sidecar generated
protocols/sarcoma/00500-doxorubicin-75-mg-m2-monotherapy.json,nccp-00500-v3,00500,Doxorubicin 75 mg/m² Monotherapy,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/sarcoma/00501-gemcitabine-and-docetaxel-therapy-21-day.json,nccp-00501-v4,00501,Gemcitabine and Docetaxel Therapy – 21 day,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/sarcoma/00504-irinotecan-and-temozolomide-therapy-21-day.json,nccp-00504-v2,00504,Irinotecan and Temozolomide Therapy – 21 day,,,q21d,1,no,intent;duration,sidecar generated
protocols/sarcoma/00511-dacarbazine-1-2-g-m2-therapy-21-day.json,nccp-00511-v2,00511,Dacarbazine 1.2 g/m² Therapy – 21 day,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/sarcoma/00554-vinblastine-and-methotrexate-therapy.json,nccp-00554-v2,00554,Vinblastine and Methotrexate Therapy,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/sarcoma/00596-ifosfamide-and-etoposide-ie-therapy.json,nccp-00596-v2,00596,Ifosfamide and Etoposide (IE) Therapy,,,q21d,1,no,intent;duration,sidecar generated
protocols/sarcoma/00675-ie-vac-therapy-two-weekly-intervals.json,nccp-00675-v2,00675,IE–VAC Therapy – Two Weekly Intervals,,,,1,no,intent;cycle_length_varies;duration;cycle_length,sidecar generated
protocols/sarcoma/00680-high-dose-ifosfamide-therapy-21-day.json,nccp-00680-v2,00680,High Dose Ifosfamide Therapy – 21 day,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/sarcoma/00747-ie-vac-therapy-three-weekly-intervals.json,nccp-00747-v2,00747,IE–VAC Therapy – Three Weekly Intervals,,,,1,no,intent;cycle_length_varies;duration;cycle_length,sidecar generated
protocols/sarcoma/00754-ifosfamide-vincristine-doxorubicin-and-dactinomycin-ivado-therapy.json,nccp-00754-v3,00754,"Ifosfamide, Vincristine, Doxorubicin and Dactinomycin (IVADo) Therapy",,,q21d,1,no,intent;duration,sidecar generated
protocols/sarcoma/00757-vincristine-irinotecan-and-temozolomide-vit-therapy.json,nccp-00757-v2,00757,"Vincristine, Irinotecan and Temozolomide (VIT) Therapy",,,q21d,1,no,intent;duration,sidecar generated
protocols/shared/00214-bevacizumab-7-5-mg-kg-21-days.json,nccp-00214-v8,00214,Bevacizumab 7.5 mg/kg – 21 days,Advanced disease,,q21d,2,no,duration,sidecar generated
protocols/shared/00215-bevacizumab-15mgkg.json,nccp-00215-v7,00215,Bevacizumab 15 mg/kg monotherapy / continuation,Multiple indications,,q21d,7,no,duration;intent,sidecar generated
protocols/shared/00226-paclitaxel-monotherapy-weekly.json,nccp-00226-v9,00226,Weekly paclitaxel,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/shared/00279-cisplatin-75-mg-m2-etoposide-100-mg-m2-and-radiotherapy-21-day.json,nccp-00279-v7,00279,"Cisplatin 75 mg/m², Etoposide 100 mg/m² and Radiotherapy – 21 day",Multiple indications,,q21d,2,no,intent;duration,sidecar generated
protocols/shared/00284-gemcitabine-1000-mg-m2-monotherapy-28-day.json,nccp-00284-v5,00284,Gemcitabine 1000 mg/m² Monotherapy – 28 day,Adjuvant / Advanced disease,,q28d,2,no,duration,sidecar generated
protocols/shared/00311-topotecan-monotherapy-5-day.json,nccp-00311-v4,00311,Topotecan Monotherapy – 5 day,Multiple indications,,q21d,2,no,intent;duration,sidecar generated
protocols/shared/00320-everolimus-monotherapy.json,nccp-00320-v6,00320,Everolimus Monotherapy,Advanced disease,Until progression/toxicity,q28d,1,yes,,sidecar generated
protocols/shared/00325-sunitinib-50-mg-therapy-42-day.json,nccp-00325-v6,00325,Sunitinib 50 mg Therapy – 42 day,Advanced disease,Until progression/toxicity,q42d,1,yes,,sidecar generated
protocols/shared/00445-pazopanib-monotherapy.json,nccp-00445-v3,00445,Pazopanib Monotherapy,Advanced disease,Until progression/toxicity,q1d,1,yes,,sidecar generated
protocols/shared/00455-pembrolizumab-200-mg-monotherapy.json,nccp-00455-v15b,00455,Pembrolizumab 200 mg Monotherapy,Multiple indications,Indication-dependent,q21d,5,no,duration;intent,sidecar generated
protocols/shared/00483-nivolumab-monotherapy-14-day.json,nccp-00483-v13a,00483,Nivolumab Monotherapy – 14 day,Neoadjuvant / Advanced disease / Adjuvant,Indication-dependent,q14d,4,no,duration,sidecar generated
protocols/shared/00484-nivolumab-monotherapy-28-day.json,nccp-00484-v13a,00484,Nivolumab Monotherapy – 28 day,Neoadjuvant / Advanced disease / Adjuvant,Indication-dependent,q28d,4,no,duration,sidecar generated
protocols/shared/00551-nivolumab-3-mg-kg-with-ipilimumab-1-mg-kg-therapy.json,nccp-00551-v7,00551,Nivolumab 3 mg/kg with Ipilimumab 1 mg/kg Therapy,Advanced disease,Indication-dependent,q21d,2,no,duration,sidecar generated
protocols/shared/00558-pembrolizumab-400mg-monotherapy.json,nccp-00558-v12b,00558,Pembrolizumab 400 mg monotherapy,Advanced disease / Adjuvant,Indication-dependent,Variable schedule,4,no,duration,sidecar generated
protocols/shared/00588-olaparib-tablet-monotherapy.json,nccp-00588-v5b,00588,Olaparib monotherapy,Advanced disease,Until progression/toxicity,q28d,1,yes,,sidecar generated
protocols/shared/00592-atezolizumab-840-mg-monotherapy-14-day.json,nccp-00592-v3,00592,Atezolizumab 840 mg Monotherapy – 14 day,Adjuvant,,q14d,1,no,duration,sidecar generated
protocols/shared/00719-sunitinib-50-mg-therapy-21-day.json,nccp-00719-v2,00719,Sunitinib 50 mg Therapy – 21 day,Advanced disease,Until progression/toxicity,q21d,1,yes,,sidecar generated
protocols/skin/00102-vemurafenib-monotherapy.json,nccp-00102-v6,00102,Vemurafenib Monotherapy,Advanced disease,Until progression/toxicity,q28d,1,yes,,sidecar generated
protocols/skin/00105-ipilimumab-monotherapy.json,nccp-00105-v7,00105,Ipilimumab Monotherapy,Advanced disease,4 cycles,q21d,1,yes,,sidecar generated
protocols/skin/00236-vismodegib-monotherapy.json,nccp-00236-v3,00236,Vismodegib Monotherapy,Advanced disease,Until progression/toxicity,q28d,1,yes,,sidecar generated
protocols/skin/00237-dabrafenib-monotherapy.json,nccp-00237-v6,00237,Dabrafenib Monotherapy,Advanced disease,Until progression/toxicity,q28d,1,yes,,sidecar generated
protocols/skin/00373-cobimetinib-and-vemurafenib-therapy.json,nccp-00373-v3,00373,Cobimetinib and Vemurafenib Therapy,Advanced disease,Until progression/toxicity,q28d,1,yes,,sidecar generated
protocols/skin/00415-trametinib-and-dabrafenib-therapy.json,nccp-00415-v4,00415,Trametinib and Dabrafenib Therapy,Advanced disease / Adjuvant,Indication-dependent,q28d,2,no,duration,sidecar generated
protocols/skin/00431-nivolumab-1-mg-kg-and-ipilimumab-3-mg-kg-therapy.json,nccp-00431-v10,00431,Nivolumab 1 mg/kg and Ipilimumab 3 mg/kg Therapy,Advanced disease,Until progression/toxicity,q21d,1,yes,,sidecar generated
protocols/skin/00464-dacarbazine-therapy.json,nccp-00464-v3,00464,Dacarbazine Therapy,Advanced disease,6 cycles,q21d,1,yes,,sidecar generated
protocols/skin/00563-encorafenib-and-binimetinib-therapy.json,nccp-00563-v3,00563,Encorafenib and Binimetinib Therapy,Advanced disease,Until progression/toxicity,q28d,1,yes,,sidecar generated
